title	url_slug	type	venue	date	location	talk_url	description
Visible Light Triggered Photosalient Effect of Tetra-ortho-Bromo Azobenzene	photochem23	oral	Annual Meeting on Photochemistry 2023, International Conference Center Hiroshima	September 5, 2023	                         
